
=== First rows ===
                                                                                   state                                                                                   actions  timestamp  frame_index  episode_index  index  task_index
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.000000            0            110  20367           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.033333            1            110  20368           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.066667            2            110  20369           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.100000            3            110  20370           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.133333            4            110  20371           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.166667            5            110  20372           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.200000            6            110  20373           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.233333            7            110  20374           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.266667            8            110  20375           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.300000            9            110  20376           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.333333           10            110  20377           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.366667           11            110  20378           0
   [0.000662872, -0.010065188, 0.024927476, 0.009001104, 0.07868988, 0.007431144, 7e-05]                                                       [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]   0.400000           12            110  20379           0
